Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 16:52:16	Jul 30 17:03:57	Jul 30 18:00:06	90.38	84583471	150	49105992	58.06%	147.79	15646359	15505722	15571748	46987	7903	19721	0.63%	0.01%	1.78	0.01%	1.43	4903234	5.80%	1202497	1.42%	74501	0.09%	29274857	34.61%	22390	0.03%	0	0.00%
Jul 30 17:04:18	Jul 30 17:14:36	Jul 30 18:13:13	110.03	107492969	150	90666151	84.35%	148.83	33817767	33531775	33546811	190289	30444	50223	0.52%	0.01%	1.71	0.01%	1.41	7225144	6.72%	86663	0.08%	12193	0.01%	9486882	8.83%	15936	0.01%	0	0.00%
Jul 30 21:45:12	Jul 30 21:55:08	Jul 30 22:54:37	111.78	110815962	150	96889619	87.43%	148.98	35184478	34861996	34892870	216277	31497	43834	0.33%	0.01%	1.58	0.01%	1.37	8100957	7.31%	88305	0.08%	11192	0.01%	5686747	5.13%	39142	0.04%	0	0.00%
Jul 30 18:33:33	Jul 30 18:43:04	Jul 30 19:34:12	109.87	93637307	150	80363072	85.82%	148.84	28947294	28642065	28714553	170895	22495	39351	0.48%	0.01%	1.61	0.01%	1.39	5686156	6.07%	75786	0.08%	10833	0.01%	7479796	7.99%	21664	0.02%	0	0.00%
Jul 30 19:50:28	Jul 30 19:59:18	Jul 30 21:08:55	113.03	131145879	150	103647426	79.03%	148.66	26507111	26183357	26317187	111164	16503	62257	0.50%	0.01%	1.53	0.01%	1.44	8761216	6.68%	532607	0.41%	43465	0.03%	18126789	13.82%	34376	0.03%	0	0.00%
Jul 30 21:36:39	Jul 30 21:46:08	Jul 30 22:48:27	116.73	121233911	150	106358562	87.73%	148.93	39223186	38803541	38850554	270790	36023	65819	0.42%	0.01%	1.53	0.01%	1.42	6886869	5.68%	84742	0.07%	24978	0.02%	7845212	6.47%	33548	0.03%	0	0.00%
Jul 30 18:12:19	Jul 30 18:23:09	Jul 30 19:15:56	110.11	96863796	150	80043529	82.64%	148.64	19939652	19715343	19777691	115216	16844	29901	0.50%	0.01%	1.69	0.02%	1.42	4930336	5.09%	310564	0.32%	26714	0.03%	11518140	11.89%	34513	0.04%	0	0.00%
Jul 30 15:41:29	Jul 30 15:54:08	Jul 30 16:30:29	118.48	71778825	150	64213854	89.46%	148.94	23340202	23112235	23138663	153400	20118	28021	0.37%	0.01%	1.58	0.01%	1.36	4036949	5.62%	35061	0.05%	9437	0.01%	3445781	4.80%	37743	0.05%	0	0.00%
Jul 30 19:41:30	Jul 30 19:53:15	Jul 30 20:38:10	115.25	86280827	150	76098372	88.20%	148.90	23838834	23589714	23618246	159235	21509	39844	0.37%	0.01%	1.85	0.01%	1.39	4339970	5.03%	45768	0.05%	10873	0.01%	5762436	6.68%	23408	0.03%	0	0.00%
Jul 30 16:18:00	Jul 30 16:28:46	Jul 30 17:28:57	96.84	97140827	150	65942410	67.88%	148.20	29973194	29732392	29817837	111922	18648	24787	0.57%	0.01%	1.47	0.01%	1.48	7562807	7.79%	1196893	1.23%	75903	0.08%	22340225	23.00%	22589	0.02%	0	0.00%
Jul 30 18:42:44	Jul 30 18:53:56	Jul 30 19:48:23	104.49	94829113	150	72684963	76.65%	148.54	34815585	34522607	34606159	143651	22575	43200	0.52%	0.01%	1.71	0.01%	1.35	6793530	7.16%	477035	0.50%	34593	0.04%	14831166	15.64%	7826	0.01%	0	0.00%
Jul 30 18:24:14	Jul 30 18:34:34	Jul 30 19:27:29	107.91	95167333	150	82424319	86.61%	148.92	29368920	29058113	29105040	192726	27052	44102	0.42%	0.01%	1.82	0.01%	1.45	6004393	6.31%	79157	0.08%	13113	0.01%	6606702	6.94%	39649	0.04%	0	0.00%
Jul 30 19:44:23	Jul 30 19:53:38	Jul 30 20:54:09	119.70	120730519	150	106863910	88.51%	148.95	35570887	35153557	35268056	225123	30213	47495	0.38%	0.01%	1.71	0.01%	1.47	5931110	4.91%	126761	0.10%	19041	0.02%	7705749	6.38%	83948	0.07%	0	0.00%
Jul 30 20:47:13	Jul 30 20:59:44	Jul 30 21:43:24	110.73	80587409	150	68535688	85.05%	148.85	20838278	20612637	20660857	122812	17933	36676	0.37%	0.01%	1.82	0.01%	1.33	4742146	5.88%	108794	0.14%	9509	0.01%	7158924	8.88%	32348	0.04%	0	0.00%
Jul 30 16:37:48	Jul 30 16:49:51	Jul 30 17:35:35	110.96	84579867	150	73258966	86.62%	148.91	24446847	24077022	24232874	157466	20239	36268	0.33%	0.01%	1.57	0.01%	1.39	5660742	6.69%	103844	0.12%	17394	0.02%	5509029	6.51%	29892	0.04%	0	0.00%
Jul 30 19:11:08	Jul 30 19:22:46	Jul 30 20:08:40	115.05	88014716	150	77143014	87.65%	148.93	27129706	26819961	26896608	169886	22672	40540	0.37%	0.01%	1.71	0.01%	1.45	4780995	5.43%	147491	0.17%	12979	0.01%	5905672	6.71%	24565	0.03%	0	0.00%
Jul 30 17:15:47	Jul 30 17:27:59	Jul 30 18:12:36	113.83	84644991	150	73907622	87.31%	148.91	22745784	22472943	22556066	134540	18817	36361	0.32%	0.02%	2.11	0.01%	1.46	4747104	5.61%	73776	0.09%	9127	0.01%	5878828	6.95%	28534	0.03%	0	0.00%
Jul 30 20:07:16	Jul 30 20:18:34	Jul 30 21:09:41	106.35	90602065	150	71314534	78.71%	148.73	17877295	17679281	17746073	83068	11438	36716	0.38%	0.01%	1.76	0.01%	1.41	5649941	6.24%	308835	0.34%	20297	0.02%	13284051	14.66%	24407	0.03%	0	0.00%
Jul 30 16:02:28	Jul 30 16:14:35	Jul 30 16:55:40	114.07	78103308	150	68029497	87.10%	148.87	21339549	21077842	21148713	133411	18627	38798	0.40%	0.01%	1.58	0.01%	1.46	4546298	5.82%	111531	0.14%	12352	0.02%	5373287	6.88%	30343	0.04%	0	0.00%
Jul 30 16:31:05	Jul 30 16:43:03	Jul 30 17:26:15	103.50	74523049	150	60218775	80.81%	148.77	16796108	16600673	16656056	102336	12431	25285	0.55%	0.01%	1.51	0.01%	1.38	4328367	5.81%	50681	0.07%	16890	0.02%	9873076	13.25%	35260	0.05%	0	0.00%
Jul 30 17:06:37	Jul 30 17:17:00	Jul 30 18:08:16	113.52	97000615	150	86124374	88.79%	148.94	30503852	30184759	30222667	212685	27305	41195	0.39%	0.01%	1.64	0.01%	1.36	5406262	5.57%	53380	0.06%	10586	0.01%	5326041	5.49%	79972	0.08%	0	0.00%
Jul 30 18:52:43	Jul 30 19:01:45	Jul 30 20:08:54	115.34	129079199	150	105782350	81.95%	148.86	26755800	26460806	26532914	160700	20234	41952	0.55%	0.01%	1.47	0.01%	1.39	6589256	5.10%	152893	0.12%	35427	0.03%	16468139	12.76%	51134	0.04%	0	0.00%
Jul 30 21:37:13	Jul 30 21:47:01	Jul 30 22:44:21	113.61	108561618	150	94277289	86.84%	148.90	31206329	30851883	30918166	206280	27975	53908	0.44%	0.01%	1.75	0.01%	1.40	5904705	5.44%	110811	0.10%	21570	0.02%	8211909	7.56%	35334	0.03%	0	0.00%
Jul 30 21:38:04	Jul 30 21:45:58	Jul 30 22:53:04	119.21	133312564	150	118521242	88.90%	149.00	42637497	42175448	42236382	290603	38694	71818	0.36%	0.01%	1.63	0.01%	1.40	8534872	6.40%	76262	0.06%	21168	0.02%	6103226	4.58%	55794	0.04%	0	0.00%
Jul 30 20:44:45	Jul 30 20:54:14	Jul 30 21:55:47	115.54	118523242	150	100106556	84.46%	148.73	38932149	38566847	38661240	188520	24301	58088	0.46%	0.01%	2.02	0.01%	1.45	6818133	5.75%	87244	0.07%	14603	0.01%	11483000	9.69%	13706	0.01%	0	0.00%
Jul 30 20:08:34	Jul 30 20:19:15	Jul 30 21:16:21	109.82	104514998	150	89723531	85.85%	148.97	33929527	33608589	33644502	206630	28316	50079	0.33%	0.01%	1.67	0.01%	1.41	7098932	6.79%	94543	0.09%	11626	0.01%	7564657	7.24%	21709	0.02%	0	0.00%
Jul 30 20:18:56	Jul 30 20:29:23	Jul 30 21:25:26	113.40	105933195	150	94134012	88.86%	148.99	34263695	33829688	33955195	228983	33186	46331	0.39%	0.01%	1.54	0.01%	1.39	6395461	6.04%	52320	0.05%	11394	0.01%	5293148	5.00%	46860	0.04%	0	0.00%
Jul 30 21:35:40	Jul 30 21:46:07	Jul 30 22:39:58	116.47	104532981	150	93022010	88.99%	148.93	33238743	32911610	32972934	195922	25348	44539	0.31%	0.01%	2.10	0.01%	1.49	5752168	5.50%	55285	0.05%	10146	0.01%	5586588	5.34%	106784	0.10%	0	0.00%
Jul 30 17:32:10	Jul 30 17:43:16	Jul 30 18:32:56	119.34	98783799	150	87233237	88.31%	149.05	27629725	27350555	27404733	164717	22549	37726	0.31%	0.01%	1.66	0.01%	1.41	4688062	4.75%	83159	0.08%	8224	0.01%	6738688	6.82%	32429	0.03%	0	0.00%
Jul 30 17:23:36	Jul 30 17:32:38	Jul 30 18:40:33	116.66	132047967	150	114930954	87.04%	148.97	41717824	41265087	41346720	270824	37909	62371	0.38%	0.01%	1.77	0.01%	1.41	9102397	6.89%	89685	0.07%	16408	0.01%	7879624	5.97%	28899	0.02%	0	0.00%
Jul 30 18:51:06	Jul 30 19:02:11	Jul 30 19:52:58	112.50	95222142	150	83805411	88.01%	148.98	31410520	31088364	31127148	210250	29356	43766	0.37%	0.01%	1.47	0.01%	1.39	5534561	5.81%	108557	0.11%	19223	0.02%	5661677	5.95%	92713	0.10%	0	0.00%
Jul 30 19:38:58	Jul 30 19:48:42	Jul 30 20:52:16	115.00	121831207	150	105912945	86.93%	148.92	38788258	38391021	38452952	245236	34396	55674	0.36%	0.01%	1.89	0.01%	1.44	7274103	5.97%	115144	0.09%	12201	0.01%	8474076	6.96%	42738	0.04%	0	0.00%
Jul 30 20:46:23	Jul 30 20:56:13	Jul 30 21:58:36	114.01	118541176	150	104422187	88.09%	148.91	36055996	35659053	35720774	249885	32124	53213	0.38%	0.01%	1.72	0.01%	1.38	6905402	5.83%	68977	0.06%	14698	0.01%	7087089	5.98%	42823	0.04%	0	0.00%
Jul 30 17:58:07	Jul 30 18:08:27	Jul 30 19:07:25	113.51	111554637	150	97391505	87.30%	148.97	36468919	36031713	36145108	235940	34606	53265	0.32%	0.01%	1.67	0.01%	1.43	6899561	6.18%	106202	0.10%	13707	0.01%	7113638	6.38%	30024	0.03%	0	0.00%
Jul 30 18:13:53	Jul 30 18:23:54	Jul 30 19:20:32	112.37	106063335	150	92078243	86.81%	148.85	29347678	29030861	29090470	182461	23709	51038	0.39%	0.01%	1.94	0.01%	1.46	6476984	6.11%	143427	0.14%	17863	0.02%	7307061	6.89%	39757	0.04%	0	0.00%
Jul 30 20:12:48	Jul 30 20:22:53	Jul 30 21:20:27	116.23	111517676	150	97869547	87.76%	148.91	38104826	37679988	37759113	255892	37904	51917	0.32%	0.01%	1.75	0.01%	1.44	5981790	5.36%	181302	0.16%	24308	0.02%	7393471	6.63%	67258	0.06%	0	0.00%
Jul 30 21:29:14	Jul 30 21:38:06	Jul 30 22:42:58	121.73	131602196	150	115464853	87.74%	148.94	36224031	35835404	35917959	216138	31041	58893	0.35%	0.01%	1.63	0.01%	1.43	7913082	6.01%	164154	0.12%	29603	0.02%	7930376	6.03%	100128	0.08%	0	0.00%
Jul 30 21:29:58	Jul 30 21:40:27	Jul 30 22:32:36	116.19	100990979	150	86439061	85.59%	148.87	22383315	22103753	22208820	124311	16505	33679	0.38%	0.01%	1.59	0.01%	1.45	5005057	4.96%	214861	0.21%	21938	0.02%	9257457	9.17%	52605	0.05%	0	0.00%
Jul 30 18:03:07	Jul 30 18:15:16	Jul 30 18:58:09	106.95	76438197	150	60093023	78.62%	148.68	21654594	21476044	21526179	91364	15011	22040	0.43%	0.01%	1.54	0.01%	1.42	5043827	6.60%	678767	0.89%	31845	0.04%	10537981	13.79%	52754	0.07%	0	0.00%
Jul 30 17:11:23	Jul 30 17:22:10	Jul 30 18:20:47	109.60	107075162	150	86820057	81.08%	148.69	33868509	33538613	33621916	178439	20441	47713	0.45%	0.01%	1.61	0.01%	1.43	7200128	6.72%	376558	0.35%	36808	0.03%	12620679	11.79%	20932	0.02%	0	0.00%
Jul 30 17:53:15	Jul 30 18:04:39	Jul 30 18:54:48	114.51	95714114	150	83535616	87.28%	148.99	26198355	25924031	26001134	141214	17199	38808	0.32%	0.01%	1.83	0.01%	1.46	6440544	6.73%	114607	0.12%	14027	0.01%	5548595	5.80%	60725	0.06%	0	0.00%
Jul 30 20:32:51	Jul 30 20:42:20	Jul 30 21:38:36	133.72	125397885	150	105038557	83.76%	148.86	29987039	29640320	29741860	168581	24303	52295	0.37%	0.01%	1.70	0.01%	1.36	7086620	5.65%	317214	0.25%	27712	0.02%	12874541	10.27%	53241	0.04%	0	0.00%
Jul 30 17:08:14	Jul 30 17:18:43	Jul 30 18:15:00	115.19	108050932	150	91624559	84.80%	148.93	25509404	25193244	25276721	170778	20346	41559	0.44%	0.01%	1.51	0.01%	1.37	4703561	4.35%	128934	0.12%	22582	0.02%	11512390	10.65%	58906	0.05%	0	0.00%
Jul 30 17:27:46	Jul 30 17:39:39	Jul 30 18:26:15	112.60	87452528	150	74048240	84.67%	148.80	26418358	26173505	26227858	138443	15910	36147	0.48%	0.01%	1.78	0.01%	1.45	5093722	5.82%	78843	0.09%	15716	0.02%	8199181	9.38%	16826	0.02%	0	0.00%
Jul 30 17:51:09	Jul 30 17:59:50	Jul 30 19:07:42	120.94	136795662	150	120962370	88.43%	148.97	43047742	42577604	42671823	267495	34074	74350	0.31%	0.01%	1.82	0.01%	1.48	8303742	6.07%	99837	0.07%	19877	0.01%	7362720	5.38%	47116	0.03%	0	0.00%
Jul 30 21:54:18	Jul 30 22:03:20	Jul 30 23:06:56	114.10	120944665	150	104332535	86.26%	148.86	32911528	32469476	32599762	231144	31655	48967	0.53%	0.01%	1.83	0.01%	1.47	6808095	5.63%	109042	0.09%	18520	0.02%	9546391	7.89%	130082	0.11%	0	0.00%
Jul 30 18:16:52	Jul 30 18:28:54	Jul 30 19:19:27	95.00	80039026	150	52907383	66.10%	148.26	32773801	32598877	32630512	109340	12671	21278	0.52%	0.00%	1.42	0.01%	1.47	6599119	8.24%	216791	0.27%	21623	0.03%	20292011	25.35%	2099	0.00%	0	0.00%
Jul 30 18:33:13	Jul 30 18:43:49	Jul 30 19:36:34	112.01	98473096	150	83205376	84.50%	148.79	21984039	21740343	21810885	114323	15909	42922	0.40%	0.01%	1.81	0.01%	1.38	5795132	5.88%	129280	0.13%	18834	0.02%	9307485	9.45%	16989	0.02%	0	0.00%
Jul 30 18:50:52	Jul 30 19:03:44	Jul 30 19:44:25	95.30	64619654	150	53681489	83.07%	148.78	21340235	21195620	21195899	103150	14177	27009	0.35%	0.01%	1.67	0.01%	1.45	5926624	9.17%	161584	0.25%	12138	0.02%	4825496	7.47%	12323	0.02%	0	0.00%
Jul 30 17:39:14	Jul 30 17:52:45	Jul 30 18:30:26	94.36	59265321	150	40887063	68.99%	148.22	12926509	12791442	12842521	56857	9301	17830	0.59%	0.01%	1.62	0.01%	1.38	3548002	5.99%	750905	1.27%	43803	0.07%	14019631	23.66%	15917	0.03%	0	0.00%
Jul 30 19:54:55	Jul 30 20:06:16	Jul 30 20:55:52	111.02	91779714	150	80881387	88.13%	148.97	28641201	28361511	28393030	179401	23745	45025	0.29%	0.01%	1.85	0.01%	1.46	6066584	6.61%	79983	0.09%	9409	0.01%	4701179	5.12%	41172	0.04%	0	0.00%
Jul 30 19:19:58	Jul 30 19:29:48	Jul 30 20:31:26	105.64	108517313	150	90535453	83.43%	148.83	33029147	32749209	32770654	189728	25504	43261	0.41%	0.01%	1.77	0.01%	1.40	7995293	7.37%	214476	0.20%	21768	0.02%	9729620	8.97%	20703	0.02%	0	0.00%
Jul 30 19:04:15	Jul 30 19:15:37	Jul 30 20:16:28	91.36	92654377	150	62690109	67.66%	148.21	18319965	18151102	18195353	81469	12885	30258	0.42%	0.01%	1.65	0.01%	1.43	5547961	5.99%	1880248	2.03%	94397	0.10%	22422519	24.20%	19143	0.02%	0	0.00%
Jul 30 18:26:29	Jul 30 18:36:09	Jul 30 19:35:14	117.50	115707640	150	98260071	84.92%	148.81	30834499	30541103	30635117	142053	18974	38355	0.38%	0.01%	1.81	0.01%	1.41	6108281	5.28%	195596	0.17%	18780	0.02%	11089987	9.58%	34925	0.03%	0	0.00%
Jul 30 18:35:33	Jul 30 18:44:16	Jul 30 19:52:17	115.73	131190741	150	111224853	84.78%	148.88	35236914	34891593	34937727	212051	31403	55733	0.48%	0.01%	1.75	0.01%	1.43	7798334	5.94%	131894	0.10%	20637	0.02%	11984016	9.13%	31007	0.02%	0	0.00%
Jul 30 16:39:01	Jul 30 16:48:29	Jul 30 17:44:36	110.09	102967234	150	89833657	87.24%	149.01	31682477	31350339	31406757	200951	30973	43796	0.32%	0.01%	1.88	0.01%	1.39	6736240	6.54%	65696	0.06%	8078	0.01%	6291060	6.11%	32503	0.03%	0	0.00%
Jul 30 16:46:41	Jul 30 16:57:11	Jul 30 17:56:17	109.91	108259184	150	88638468	81.88%	148.79	35695244	35431279	35447414	168697	26616	52517	0.42%	0.01%	1.54	0.01%	1.34	8037865	7.42%	209656	0.19%	18536	0.02%	11335096	10.47%	19563	0.02%	0	0.00%
Jul 30 19:49:14	Jul 30 20:00:03	Jul 30 21:03:39	103.74	109969621	150	88451592	80.43%	148.64	30732490	30387896	30452256	204853	28172	47209	0.55%	0.01%	1.83	0.01%	1.43	6640710	6.04%	51535	0.05%	17146	0.02%	14786023	13.45%	22615	0.02%	0	0.00%
Jul 30 20:57:11	Jul 30 21:08:41	Jul 30 21:55:27	113.53	88489056	150	78701228	88.94%	148.91	29234158	28917758	28970469	200350	25704	37635	0.37%	0.01%	1.74	0.01%	1.41	5312611	6.00%	39484	0.04%	10374	0.01%	4405634	4.98%	19725	0.02%	0	0.00%
Jul 30 20:56:18	Jul 30 21:06:06	Jul 30 21:58:23	118.08	102894215	150	91629955	89.05%	148.94	31792512	31443133	31500056	213829	28927	49700	0.39%	0.01%	1.49	0.01%	1.35	5296692	5.15%	64032	0.06%	16177	0.02%	5800429	5.64%	86930	0.08%	0	0.00%
Jul 30 20:28:24	Jul 30 20:41:13	Jul 30 21:12:53	117.15	61828353	150	54817483	88.66%	148.87	18842630	18647203	18669603	125384	15484	32159	0.39%	0.01%	1.87	0.01%	1.39	3345345	5.41%	50809	0.08%	10457	0.02%	3561058	5.76%	43201	0.07%	0	0.00%
Jul 30 17:03:37	Jul 30 17:14:57	Jul 30 18:10:12	102.96	94812030	150	73678251	77.71%	148.70	17098707	16915836	16973991	77583	11776	35357	0.39%	0.01%	1.56	0.01%	1.35	5830118	6.15%	807383	0.85%	46281	0.05%	14422838	15.21%	27159	0.03%	0	0.00%
Jul 30 17:35:39	Jul 30 17:45:08	Jul 30 18:52:35	111.14	124934564	150	95315857	76.29%	148.57	19628103	19384375	19478248	90881	13803	45171	0.46%	0.01%	1.74	0.01%	1.33	7046746	5.64%	785272	0.63%	47681	0.04%	21711481	17.38%	27527	0.02%	0	0.00%
Jul 30 20:20:10	Jul 30 20:33:02	Jul 30 21:11:24	108.29	69242973	150	59852329	86.44%	148.94	22994444	22773289	22789437	151475	21367	32165	0.35%	0.01%	1.62	0.01%	1.41	4739643	6.84%	87852	0.13%	12543	0.02%	4538288	6.55%	12318	0.02%	0	0.00%
Jul 30 16:52:27	Jul 30 17:03:38	Jul 30 17:52:00	111.23	89662450	150	78518058	87.57%	148.92	27654482	27292355	27403947	183622	26791	40122	0.36%	0.01%	1.92	0.01%	1.49	5253593	5.86%	62607	0.07%	13660	0.02%	5761210	6.43%	53322	0.06%	0	0.00%
Jul 30 19:04:05	Jul 30 19:15:14	Jul 30 20:06:07	110.86	94016391	150	76942954	81.84%	148.78	18629011	18413133	18473085	106224	13663	36039	0.44%	0.01%	1.70	0.01%	1.46	4476627	4.76%	276607	0.29%	22679	0.02%	12270215	13.05%	27309	0.03%	0	0.00%
Jul 30 18:36:41	Jul 30 18:48:39	Jul 30 19:31:14	113.35	80446650	150	71644759	89.06%	149.03	22784469	22509584	22571492	160182	19427	33368	0.33%	0.01%	1.68	0.01%	1.41	4528514	5.63%	67827	0.08%	13845	0.02%	4105500	5.10%	86205	0.11%	0	0.00%
Jul 30 19:16:39	Jul 30 19:26:27	Jul 30 20:29:40	113.71	119804068	150	101276927	84.54%	148.79	30930510	30575716	30637061	195356	26098	71995	0.36%	0.02%	1.97	0.01%	1.58	6539455	5.46%	344359	0.29%	39048	0.03%	11456540	9.56%	147739	0.12%	0	0.00%
Jul 30 19:02:50	Jul 30 19:09:03	Jul 30 20:52:57	87.62	151726676	200	124482513	82.04%	198.02	47293308	46626868	46935375	247805	34044	76084	0.42%	0.01%	1.30	0.01%	1.61	6749686	4.45%	79489	0.05%	166344	0.11%	20206969	13.32%	41675	0.03%	0	0.00%
Jul 30 17:27:49	Jul 30 17:37:56	Jul 30 18:32:39	114.17	104119356	150	88293377	84.80%	148.85	39204948	38848597	38913274	199778	26904	64992	0.34%	0.01%	1.56	0.01%	1.41	7267503	6.98%	326243	0.31%	23078	0.02%	8183711	7.86%	25444	0.02%	0	0.00%
Jul 30 18:43:42	Jul 30 18:54:39	Jul 30 19:44:41	111.22	92749030	150	80601650	86.90%	148.91	26972780	26672377	26734545	174244	22468	41523	0.40%	0.01%	1.70	0.01%	1.36	5365243	5.78%	100648	0.11%	16843	0.02%	6566529	7.08%	98117	0.11%	0	0.00%
Jul 30 22:57:40	Jul 30 23:06:38	Jul 31 00:08:49	115.63	119840040	150	104543129	87.24%	148.87	36706064	36222025	36376089	250434	30593	48948	0.49%	0.01%	1.84	0.01%	1.45	6596232	5.50%	71071	0.06%	14918	0.01%	8545287	7.13%	69403	0.06%	0	0.00%
Jul 30 18:47:07	Jul 30 18:52:34	Jul 30 20:10:30	124.79	162090476	150	135048283	83.32%	148.80	44784662	44324267	44452611	227353	33435	71263	0.40%	0.01%	1.66	0.01%	1.40	10317756	6.37%	281899	0.17%	29486	0.02%	16353107	10.09%	59945	0.04%	0	0.00%
Jul 30 16:07:27	Jul 30 16:18:43	Jul 30 17:03:14	115.99	86059139	150	74216019	86.24%	148.90	21827864	21576891	21642655	131332	16501	37376	0.36%	0.01%	1.59	0.01%	1.38	4335720	5.04%	100522	0.12%	11064	0.01%	7306652	8.49%	89162	0.10%	0	0.00%
Jul 30 20:54:44	Jul 30 21:06:00	Jul 30 21:52:44	112.17	87367928	150	74334197	85.08%	148.84	26792373	26513447	26583114	152327	17700	39232	0.35%	0.01%	1.63	0.01%	1.40	5102306	5.84%	173339	0.20%	19946	0.02%	7718906	8.83%	19234	0.02%	0	0.00%
Jul 30 17:58:19	Jul 30 18:07:23	Jul 30 19:19:11	107.83	129031573	150	99707304	77.27%	148.48	32301919	31972488	32002460	214061	27964	57434	0.86%	0.01%	1.92	0.01%	1.45	6756063	5.24%	150526	0.12%	47112	0.04%	22352499	17.32%	18069	0.01%	0	0.00%
Jul 30 19:25:01	Jul 30 19:34:41	Jul 30 20:36:12	114.50	117389922	150	102100983	86.98%	148.93	34972780	34625852	34658403	228778	31891	53708	0.38%	0.01%	1.49	0.01%	1.38	6863619	5.85%	159757	0.14%	20530	0.02%	8217248	7.00%	27785	0.02%	0	0.00%
Jul 30 19:23:36	Jul 30 19:32:02	Jul 30 20:35:51	121.76	129506101	150	113900974	87.95%	148.96	38435549	38017133	38091238	252743	33814	57754	0.40%	0.01%	1.64	0.01%	1.34	6885094	5.32%	101846	0.08%	18991	0.01%	8508429	6.57%	90767	0.07%	0	0.00%
Jul 30 21:07:02	Jul 30 21:17:40	Jul 30 22:13:31	116.18	108148259	150	94876108	87.73%	148.99	24873296	24562480	24656545	150259	22956	43536	0.29%	0.01%	1.69	0.01%	1.40	6212760	5.74%	131432	0.12%	13642	0.01%	6860283	6.34%	54034	0.05%	0	0.00%
Jul 30 20:33:38	Jul 30 20:44:33	Jul 30 21:46:59	111.85	116389168	150	101955950	87.60%	148.93	33214387	32840075	32909468	216536	29761	58622	0.29%	0.01%	1.54	0.01%	1.33	8183224	7.03%	170004	0.15%	21830	0.02%	6026198	5.18%	31962	0.03%	0	0.00%
Jul 30 17:06:03	Jul 30 17:17:52	Jul 30 17:59:53	112.59	78842080	150	69658284	88.35%	148.91	25525603	25244212	25294876	164055	22439	44233	0.29%	0.01%	1.55	0.01%	1.34	5108136	6.48%	147936	0.19%	17551	0.02%	3891357	4.94%	18816	0.02%	0	0.00%
Jul 30 20:40:27	Jul 30 20:51:28	Jul 30 21:48:00	102.77	96831940	150	78503048	81.07%	148.68	27826093	27579988	27627408	145195	20894	32596	0.54%	0.01%	1.59	0.01%	1.38	7297355	7.54%	104311	0.11%	20646	0.02%	10878615	11.23%	27965	0.03%	0	0.00%
Jul 30 20:24:58	Jul 30 20:34:05	Jul 30 21:39:49	113.67	124531923	150	107336152	86.19%	148.88	38221390	37816285	37886491	251840	32220	50839	0.47%	0.01%	1.65	0.01%	1.42	7951416	6.39%	96897	0.08%	17393	0.01%	9100123	7.31%	29942	0.02%	0	0.00%
Jul 30 17:09:00	Jul 30 17:18:27	Jul 30 18:22:15	115.00	122280238	150	99129222	81.07%	148.32	27819024	27523217	27599323	157551	20272	41878	0.58%	0.01%	1.67	0.01%	1.49	6106224	4.99%	474699	0.39%	44209	0.04%	16451781	13.45%	74103	0.06%	0	0.00%
Jul 30 21:42:35	Jul 30 21:52:14	Jul 30 22:54:03	123.25	126984169	150	111393960	87.72%	148.95	47255904	46868280	46896265	261297	32159	66183	0.32%	0.01%	1.86	0.01%	1.51	7613773	6.00%	121556	0.10%	19233	0.02%	7818029	6.16%	17618	0.01%	0	0.00%
Jul 30 17:54:53	Jul 30 18:06:28	Jul 30 18:59:00	111.90	97973225	150	86979857	88.78%	148.91	28167884	27844728	27923014	178469	24977	41424	0.34%	0.01%	1.87	0.01%	1.38	6347087	6.48%	55631	0.06%	12402	0.01%	4548054	4.64%	30194	0.03%	0	0.00%
Jul 30 19:57:34	Jul 30 20:09:27	Jul 30 20:56:25	109.40	85636085	150	73429065	85.75%	148.83	30497667	30176768	30274455	164350	20873	37989	0.35%	0.01%	1.79	0.01%	1.39	6317784	7.38%	199705	0.23%	22364	0.03%	5646867	6.59%	20300	0.02%	0	0.00%
Jul 30 20:01:43	Jul 30 20:11:56	Jul 30 21:07:55	109.29	101977279	150	84592685	82.95%	148.79	27789069	27522591	27563438	162948	22282	40401	0.48%	0.01%	1.68	0.01%	1.40	5647350	5.54%	228083	0.22%	22880	0.02%	11469665	11.25%	16616	0.02%	0	0.00%
Jul 30 16:29:34	Jul 30 16:39:48	Jul 30 17:36:06	109.18	102442767	150	80730586	78.81%	148.80	13725734	13527939	13599129	89165	10285	27155	0.56%	0.01%	1.36	0.01%	1.34	4682453	4.57%	275352	0.27%	40755	0.04%	16666902	16.27%	46719	0.05%	0	0.00%
