Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 16:04:28	Jul 30 16:16:53	Jul 30 17:07:21	92.58	77869341	162	54428888	69.90%	158.26	24300429	23926788	24055438	124235	13375	107381	0.97%	0.09%	1.42	0.01%	1.67	2759578	3.54%	21129	0.03%	33650	0.04%	19182421	24.63%	1443675	1.85%	0	0.00%
Jul 30 17:37:58	Jul 30 17:48:22	Jul 30 19:02:06	72.81	89480266	162	44837759	50.11%	156.26	15300450	15039955	15116030	98482	11567	74371	1.83%	0.12%	1.36	0.01%	1.44	2865858	3.20%	22866	0.03%	89244	0.10%	41290163	46.14%	374376	0.42%	0	0.00%
Jul 30 19:50:08	Jul 30 20:02:30	Jul 30 20:39:13	112.36	68759436	162	57232352	83.24%	159.72	27081434	26811953	26828602	179014	22122	51696	0.67%	0.02%	1.47	0.01%	1.84	2089733	3.04%	7967	0.01%	15865	0.02%	8726670	12.69%	686849	1.00%	0	0.00%
Jul 30 16:52:09	Jul 30 17:05:42	Jul 30 17:47:09	86.22	59561927	162	35744746	60.01%	157.56	15679963	15531975	15568494	70847	8173	32449	0.68%	0.02%	1.40	0.01%	1.73	1844398	3.10%	8093	0.01%	22854	0.04%	21328789	35.81%	613047	1.03%	0	0.00%
Jul 30 16:51:18	Jul 30 17:03:20	Jul 30 17:54:21	95.12	80875320	162	61585004	76.15%	158.78	28135057	27795263	27826584	194048	27312	87113	0.82%	0.06%	1.37	0.01%	1.36	3890885	4.81%	31813	0.04%	37879	0.05%	14576165	18.02%	753574	0.93%	0	0.00%
Jul 30 19:35:48	Jul 30 19:49:20	Jul 30 20:20:23	91.04	47113772	202	37936138	80.52%	198.60	18759544	18560313	18588212	124982	11802	34548	0.56%	0.02%	1.50	0.01%	1.54	1620330	3.44%	10172	0.02%	24758	0.05%	7517816	15.96%	4558	0.01%	0	0.00%
Jul 30 17:59:54	Jul 30 18:11:47	Jul 30 19:18:09	70.84	78360318	162	41240175	52.63%	157.71	21438114	21202080	21229579	144422	19543	44570	0.66%	0.02%	1.33	0.01%	1.67	2643969	3.37%	18129	0.02%	29258	0.04%	33692036	43.00%	736751	0.94%	0	0.00%
Jul 30 20:42:16	Jul 30 20:56:07	Jul 30 21:40:12	79.98	58765157	178	34178837	58.16%	170.33	5210833	5118992	5155868	35433	5819	13713	0.70%	0.02%	1.53	0.01%	1.55	1127581	1.92%	35337	0.06%	78647	0.13%	22389867	38.10%	954888	1.62%	0	0.00%
Jul 30 18:01:46	Jul 30 18:11:40	Jul 30 19:49:42	66.95	109384671	189	53076227	48.52%	181.22	30629826	30249411	30329251	208916	31039	60620	1.05%	0.02%	1.59	0.01%	1.49	2466063	2.25%	11525	0.01%	29284	0.03%	52805142	48.27%	996430	0.91%	0	0.00%
Jul 30 19:39:59	Jul 30 19:50:02	Jul 30 20:57:23	93.27	104695468	162	71663363	68.45%	158.34	26193356	25876817	25972819	154879	20669	44989	1.08%	0.02%	1.38	0.01%	1.50	5081789	4.85%	45708	0.04%	69612	0.07%	26272966	25.09%	1562030	1.49%	0	0.00%
Jul 30 15:26:38	Jul 30 15:40:00	Jul 30 16:10:50	116.95	60100170	162	51878283	86.32%	159.82	21246844	21041699	21086750	100765	11879	47450	0.67%	0.02%	1.52	0.01%	1.82	2462323	4.10%	26095	0.04%	23139	0.04%	5062486	8.42%	647844	1.08%	0	0.00%
Jul 30 17:04:00	Jul 30 17:18:23	Jul 30 17:52:33	85.66	48776438	162	30019300	61.54%	156.26	13652928	13465402	13509083	78117	11392	54336	1.21%	0.09%	1.41	0.01%	1.41	1411233	2.89%	16102	0.03%	29308	0.06%	16762139	34.37%	538356	1.10%	0	0.00%
Jul 30 16:58:34	Jul 30 17:13:25	Jul 30 17:42:57	96.32	47409091	162	34642916	73.07%	159.22	17382389	17202612	17223350	88611	11559	58869	0.95%	0.07%	1.43	0.01%	1.45	1799234	3.80%	6200	0.01%	9509	0.02%	10743706	22.66%	207526	0.44%	0	0.00%
Jul 30 16:36:59	Jul 30 16:51:35	Jul 30 17:26:11	86.78	50045343	162	31818645	63.58%	157.16	16637104	16435547	16461886	101012	12055	62151	1.03%	0.08%	1.36	0.01%	1.40	1542252	3.08%	10072	0.02%	29901	0.06%	16426188	32.82%	218285	0.44%	0	0.00%
Jul 30 17:47:58	Jul 30 18:02:25	Jul 30 18:37:04	85.92	49618258	162	30838103	62.15%	157.39	15658532	15439922	15511038	85843	10057	51594	0.93%	0.06%	1.40	0.01%	1.57	1348529	2.72%	12616	0.03%	34001	0.07%	17171661	34.61%	213348	0.43%	0	0.00%
Jul 30 18:10:52	Jul 30 18:26:18	Jul 30 18:44:38	100.81	30804022	162	21980041	71.35%	157.66	12465960	12332377	12349301	60070	7616	48973	1.05%	0.08%	1.39	0.01%	1.44	1007331	3.27%	6944	0.02%	12922	0.04%	7682661	24.94%	114123	0.37%	0	0.00%
Jul 30 20:37:58	Jul 30 20:51:41	Jul 30 21:34:31	76.61	54691492	162	39064727	71.43%	159.09	15769851	15590331	15628793	92342	10836	37880	0.66%	0.03%	1.40	0.01%	1.53	5438190	9.94%	39144	0.07%	20982	0.04%	9006764	16.47%	1121685	2.05%	0	0.00%
Jul 30 18:18:27	Jul 30 18:29:59	Jul 30 19:14:12	106.51	78490090	162	65688585	83.69%	159.41	26979181	26614220	26721938	181487	28916	46840	0.67%	0.02%	1.49	0.01%	1.41	3341490	4.26%	21097	0.03%	26668	0.03%	8830869	11.25%	581381	0.74%	0	0.00%
Jul 30 20:12:28	Jul 30 20:25:55	Jul 30 21:02:48	97.80	60121216	162	47440703	78.91%	159.48	22204589	21999414	22019455	133403	15721	36010	0.60%	0.02%	1.43	0.01%	1.58	2931419	4.88%	15714	0.03%	19907	0.03%	8504888	14.15%	1208585	2.01%	0	0.00%
Jul 30 16:55:31	Jul 30 17:08:03	Jul 30 18:45:14	39.56	64072373	162	30810783	48.09%	159.52	13523449	13389889	13416027	63001	8114	36307	0.70%	0.03%	1.46	0.01%	1.79	20613597	32.17%	50071	0.08%	11784	0.02%	12094806	18.88%	491332	0.77%	0	0.00%
Jul 30 16:01:09	Jul 30 16:14:16	Jul 30 17:00:16	93.67	71810488	162	55892204	77.83%	158.59	29088570	28655160	28797453	162564	20256	108297	0.83%	0.06%	1.38	0.01%	1.57	3808177	5.30%	26087	0.04%	37623	0.05%	11358989	15.82%	687408	0.96%	0	0.00%
Jul 30 15:34:29	Jul 30 15:47:08	Jul 30 16:42:41	83.20	77027237	162	37301165	48.43%	158.94	13517266	13356064	13384047	93413	9895	29911	0.71%	0.04%	1.40	0.01%	1.46	1337182	1.74%	14507	0.02%	19284	0.03%	36981196	48.01%	1373903	1.78%	0	0.00%
Jul 30 15:40:26	Jul 30 15:54:27	Jul 30 16:28:01	104.97	58722877	162	48160437	82.01%	159.56	19921871	19713724	19741730	127972	18190	33979	0.56%	0.02%	1.46	0.01%	1.46	2562150	4.36%	23107	0.04%	12297	0.02%	6788210	11.56%	1176676	2.00%	0	0.00%
Jul 30 16:13:45	Jul 30 16:25:37	Jul 30 17:35:01	68.33	79030348	184	43968235	55.63%	176.52	19326563	19090044	19156319	114973	15454	39817	1.13%	0.02%	1.37	0.01%	1.56	2133914	2.70%	14545	0.02%	54368	0.07%	32116612	40.64%	742674	0.94%	0	0.00%
Jul 30 19:32:36	Jul 30 19:45:22	Jul 30 20:45:47	79.17	79714954	162	32446011	40.70%	158.44	12643259	12489643	12530763	77597	8783	26116	0.79%	0.03%	1.37	0.01%	1.50	1504191	1.89%	11131	0.01%	25094	0.03%	43475700	54.54%	2252827	2.83%	0	0.00%
Jul 30 17:53:06	Jul 30 18:07:42	Jul 30 18:34:02	97.77	42911939	162	31438032	73.26%	159.53	13639508	13451795	13514455	81578	12051	31424	0.68%	0.04%	1.41	0.01%	1.40	1208763	2.82%	7584	0.02%	9443	0.02%	9272852	21.61%	975265	2.27%	0	0.00%
Jul 30 17:41:29	Jul 30 17:50:18	Jul 30 19:14:10	79.67	111365268	180	76704473	68.88%	171.88	30799577	30420706	30502484	203298	28460	65335	1.65%	0.02%	1.45	0.01%	1.60	3299831	2.96%	29766	0.03%	76596	0.07%	28980241	26.02%	2274361	2.04%	0	0.00%
Jul 30 16:23:01	Jul 30 16:36:23	Jul 30 17:21:34	81.00	60999570	162	30733495	50.38%	159.50	11485345	11334106	11382488	69778	10616	22463	0.76%	0.03%	1.44	0.01%	1.50	1206410	1.98%	9187	0.02%	6998	0.01%	27287005	44.73%	1756475	2.88%	0	0.00%
Jul 30 19:14:13	Jul 30 19:26:29	Jul 30 20:14:27	76.55	61200715	202	39315985	64.24%	197.71	22899191	22643829	22708870	121749	15810	52762	0.84%	0.03%	1.42	0.01%	1.52	1765554	2.88%	15509	0.03%	63950	0.10%	20032778	32.73%	6939	0.01%	0	0.00%
Jul 30 17:55:06	Jul 30 18:02:56	Jul 30 19:10:54	92.46	104732632	202	84216490	80.41%	199.07	53824931	53216917	53362500	316274	40345	105812	0.45%	0.02%	1.41	0.01%	1.46	3362821	3.21%	25745	0.02%	33587	0.03%	16446911	15.70%	647078	0.62%	0	0.00%
Jul 30 18:51:49	Jul 30 19:04:03	Jul 30 19:54:58	93.06	78969973	162	56422986	71.45%	158.22	26120319	25769519	25863317	154379	18232	84391	0.80%	0.05%	1.37	0.01%	1.40	2991118	3.79%	34396	0.04%	37882	0.05%	18750055	23.74%	733536	0.93%	0	0.00%
Jul 30 20:59:58	Jul 30 21:12:15	Jul 30 22:08:08	86.06	80158065	162	48844334	60.94%	157.83	20118800	19832366	19907355	125981	16083	69381	1.01%	0.06%	1.38	0.01%	1.43	2444696	3.05%	22614	0.03%	40633	0.05%	27674928	34.53%	1130860	1.41%	0	0.00%
Jul 30 16:48:27	Jul 30 16:58:33	Jul 30 18:10:45	87.74	105577410	162	74368534	70.44%	157.80	37621146	37141580	37238449	244981	28936	108780	0.94%	0.05%	1.34	0.01%	1.46	3596971	3.41%	37303	0.04%	74320	0.07%	26538621	25.14%	961661	0.91%	0	0.00%
Jul 30 19:41:28	Jul 30 19:53:35	Jul 30 21:29:53	55.74	89458259	162	40998701	45.83%	158.09	9512728	9326007	9407614	67373	8330	29411	0.93%	0.04%	1.35	0.01%	1.48	5472611	6.12%	173412	0.19%	158235	0.18%	41718799	46.63%	936501	1.05%	0	0.00%
Jul 30 18:40:40	Jul 30 18:50:00	Jul 30 20:20:55	67.60	102425393	202	58177543	56.80%	197.51	39613038	39176421	39280172	223108	27719	82039	0.69%	0.03%	1.38	0.01%	1.55	3734652	3.65%	25108	0.02%	114789	0.11%	40363098	39.41%	10203	0.01%	0	0.00%
Jul 30 16:44:11	Jul 30 16:57:04	Jul 30 17:36:16	80.07	52309172	202	36716623	70.19%	197.58	20882951	20656600	20703166	116584	14718	48483	0.85%	0.03%	1.42	0.01%	1.46	1525576	2.92%	11664	0.02%	61920	0.12%	13989166	26.74%	4223	0.01%	0	0.00%
Jul 30 17:50:07	Jul 30 18:00:39	Jul 30 19:05:12	76.01	81773376	202	54410736	66.54%	197.73	23311345	23045809	23138130	108425	16405	48385	0.89%	0.03%	1.39	0.02%	1.75	2470023	3.02%	15909	0.02%	142334	0.17%	24727487	30.24%	6887	0.01%	0	0.00%
Jul 30 17:49:42	Jul 30 18:03:57	Jul 30 18:37:18	71.57	39782455	202	24843382	62.45%	197.80	14421098	14244465	14289831	87162	12073	32032	0.56%	0.03%	1.34	0.01%	1.48	1628859	4.09%	13872	0.03%	31135	0.08%	13258979	33.33%	6228	0.02%	0	0.00%
Jul 30 19:48:57	Jul 30 19:59:33	Jul 30 21:19:45	71.14	95089917	205	53184690	55.93%	200.26	23490685	23131051	23276765	130672	18835	64413	0.63%	0.04%	1.54	0.02%	1.56	4182910	4.40%	28766	0.03%	61580	0.06%	37618457	39.56%	13514	0.01%	0	0.00%
Jul 30 16:33:52	Jul 30 16:47:32	Jul 30 17:31:51	69.40	51260446	202	29882830	58.30%	197.87	12440955	12290229	12340846	61725	8637	29747	0.59%	0.03%	1.35	0.01%	1.55	2182838	4.26%	13821	0.03%	63747	0.12%	19110218	37.28%	6992	0.01%	0	0.00%
Jul 30 19:13:51	Jul 30 19:24:48	Jul 30 20:41:18	59.56	75940092	206	39335596	51.80%	199.56	16652874	16424420	16500459	92464	12085	47866	0.73%	0.03%	1.33	0.02%	1.63	6323342	8.33%	25613	0.03%	152116	0.20%	30095744	39.63%	7681	0.01%	0	0.00%
Jul 30 18:55:11	Jul 30 19:06:12	Jul 30 20:29:59	61.62	86047229	206	44967540	52.26%	200.25	31345833	31007368	31070958	159576	20299	95000	0.71%	0.03%	1.37	0.01%	1.45	6599888	7.67%	19066	0.02%	100537	0.12%	34354508	39.93%	5690	0.01%	0	0.00%
Jul 30 16:57:48	Jul 30 17:08:02	Jul 30 18:17:57	76.15	88741716	202	56082717	63.20%	198.45	37818383	37467435	37552047	155489	20917	89930	0.60%	0.03%	1.43	0.01%	1.80	2782988	3.14%	17425	0.02%	49330	0.06%	29800236	33.58%	9020	0.01%	0	0.00%
Jul 30 15:39:14	Jul 30 15:52:43	Jul 30 16:48:34	57.38	53409866	202	24542941	45.95%	196.63	13301995	13158446	13198639	58583	9939	34834	0.88%	0.03%	1.47	0.01%	1.60	4093853	7.66%	11151	0.02%	83962	0.16%	24674496	46.20%	3463	0.01%	0	0.00%
Jul 30 22:11:02	Jul 30 22:21:25	Jul 30 23:56:39	58.72	93199022	202	41516070	44.55%	195.47	28996433	28736159	28804032	118031	10179	64191	0.92%	0.02%	1.31	0.01%	1.71	4466692	4.79%	23738	0.03%	214536	0.23%	46969998	50.40%	7988	0.01%	0	0.00%
Jul 30 19:55:54	Jul 30 20:06:35	Jul 30 20:59:34	108.76	96039408	150	82512918	85.92%	148.84	22574816	22292511	22375788	136692	18750	43586	0.34%	0.01%	1.67	0.01%	1.39	6035628	6.28%	243194	0.25%	23620	0.02%	7179559	7.48%	44489	0.05%	0	0.00%
Jul 30 17:35:06	Jul 30 17:47:43	Jul 30 18:30:47	108.09	77581716	150	68175940	87.88%	148.88	21664155	21430080	21455573	157166	20692	30724	0.39%	0.01%	1.83	0.01%	1.36	5084821	6.55%	31535	0.04%	7416	0.01%	4260525	5.49%	21479	0.03%	0	0.00%
Jul 30 18:04:27	Jul 30 18:14:12	Jul 30 19:19:33	109.90	119697712	150	89897790	75.10%	148.48	48363918	47968958	48088131	193210	33688	48889	0.49%	0.01%	1.51	0.01%	1.56	8784696	7.34%	618162	0.52%	43743	0.04%	20336818	16.99%	16503	0.01%	0	0.00%
Jul 30 18:30:42	Jul 30 18:42:23	Jul 30 19:30:33	113.54	91143583	150	79525865	87.25%	148.86	27849445	27589646	27608649	168544	23907	48345	0.34%	0.01%	1.91	0.01%	1.36	5436216	5.96%	138997	0.15%	16249	0.02%	6005562	6.59%	20694	0.02%	0	0.00%
Jul 30 17:55:08	Jul 30 18:06:47	Jul 30 18:53:23	112.60	87455166	150	77474813	88.59%	148.91	29285421	28979974	29020752	190169	25432	49068	0.40%	0.01%	1.79	0.01%	1.47	5252691	6.01%	72422	0.08%	8332	0.01%	4627846	5.29%	19062	0.02%	0	0.00%
Jul 30 19:03:55	Jul 30 19:14:23	Jul 30 20:05:30	115.14	98091648	150	82367677	83.97%	148.83	34885832	34607581	34668389	164186	19639	33618	0.35%	0.01%	1.64	0.01%	1.33	5688656	5.80%	298807	0.30%	19892	0.02%	9706367	9.90%	10249	0.01%	0	0.00%
Jul 30 16:45:00	Jul 30 16:55:12	Jul 30 17:54:25	108.68	107256871	150	87552173	81.63%	148.73	29138761	28879599	28913855	158475	21593	44838	0.52%	0.01%	1.78	0.01%	1.40	6491817	6.05%	241119	0.22%	19815	0.02%	12931816	12.06%	20131	0.02%	0	0.00%
Jul 30 17:10:13	Jul 30 17:20:17	Jul 30 18:23:21	104.73	110077881	150	87095758	79.12%	148.54	25483098	25186307	25238191	171953	24020	48934	0.85%	0.01%	1.67	0.01%	1.39	5794035	5.26%	51684	0.05%	49836	0.05%	17059763	15.50%	26805	0.02%	0	0.00%
Jul 30 21:25:41	Jul 30 21:37:12	Jul 30 22:31:52	104.84	95522392	150	78675183	82.36%	148.75	24566253	24327270	24358764	145366	20341	41782	0.35%	0.01%	1.49	0.01%	1.36	7167100	7.50%	624322	0.65%	37748	0.04%	8984440	9.41%	33599	0.04%	0	0.00%
Jul 30 19:15:41	Jul 30 19:26:12	Jul 30 20:18:59	110.80	97471084	150	81484627	83.60%	148.90	19282421	19001225	19094269	139692	15972	32488	0.54%	0.01%	1.42	0.01%	1.40	4532707	4.65%	82875	0.09%	30844	0.03%	11294010	11.59%	46021	0.05%	0	0.00%
Jul 30 17:59:28	Jul 30 18:05:45	Jul 30 19:12:27	114.33	127102286	150	109975860	86.53%	148.91	41249080	40843927	40900044	262308	33730	52998	0.43%	0.01%	1.70	0.01%	1.42	7998793	6.29%	84941	0.07%	18305	0.01%	9000153	7.08%	24234	0.02%	0	0.00%
Jul 30 18:20:22	Jul 30 18:30:46	Jul 30 19:26:34	113.88	105910749	150	90577423	85.52%	148.95	23918363	23595208	23700373	161258	19046	37686	0.46%	0.01%	1.52	0.01%	1.38	5151607	4.86%	98652	0.09%	23394	0.02%	9996381	9.44%	63292	0.06%	0	0.00%
Jul 30 19:47:09	Jul 30 19:56:46	Jul 30 20:59:20	116.22	121196304	150	107790702	88.94%	148.91	34930920	34549303	34606753	245760	32316	46091	0.40%	0.01%	1.56	0.01%	1.35	7191837	5.93%	86595	0.07%	18984	0.02%	6053222	4.99%	54964	0.05%	0	0.00%
Jul 30 15:59:03	Jul 30 16:10:54	Jul 30 17:09:34	88.60	86634682	150	48549198	56.04%	147.32	13532363	13389721	13434291	68432	11455	18185	1.33%	0.01%	1.57	0.01%	1.43	3385276	3.91%	86999	0.10%	47736	0.06%	34557685	39.89%	7788	0.01%	0	0.00%
Jul 30 18:02:36	Jul 30 18:11:29	Jul 30 19:12:17	118.04	119611131	150	104820960	87.63%	148.95	40917553	40525412	40587424	240027	31003	59099	0.34%	0.01%	1.67	0.01%	1.40	7297913	6.10%	101650	0.08%	15218	0.01%	7354116	6.15%	21274	0.02%	0	0.00%
Jul 30 17:07:15	Jul 30 17:18:39	Jul 30 18:07:58	109.70	90163872	150	74930003	83.10%	148.78	26283191	26011438	26055237	159799	22679	45476	0.42%	0.01%	1.95	0.01%	1.45	4935658	5.47%	143845	0.16%	11931	0.01%	10124316	11.23%	18119	0.02%	0	0.00%
Jul 30 18:01:21	Jul 30 18:08:56	Jul 30 19:19:48	119.51	141149940	150	116650183	82.64%	148.74	36133507	35790476	35854112	192957	25886	60552	0.51%	0.01%	1.78	0.01%	1.41	7978382	5.65%	309248	0.22%	27014	0.02%	16157917	11.45%	27196	0.02%	0	0.00%
Jul 30 19:28:35	Jul 30 19:37:36	Jul 30 20:42:59	112.00	122051921	150	100300096	82.18%	148.72	34381196	34029277	34090109	214944	29213	46930	0.54%	0.01%	1.59	0.01%	1.43	6710075	5.50%	88379	0.07%	30375	0.02%	14891524	12.20%	31472	0.03%	0	0.00%
Jul 30 20:49:47	Jul 30 20:58:37	Jul 30 22:05:55	117.02	131256335	150	115280250	87.83%	148.93	38738173	38297371	38373678	271987	34418	58090	0.35%	0.01%	1.75	0.01%	1.42	7478836	5.70%	128273	0.10%	20356	0.02%	8319389	6.34%	29231	0.02%	0	0.00%
Jul 30 20:16:46	Jul 30 20:27:12	Jul 30 21:23:15	115.50	107897791	150	94625941	87.70%	149.01	31706178	31345137	31422723	204746	25693	53016	0.29%	0.01%	1.63	0.01%	1.40	6222949	5.77%	93951	0.09%	17352	0.02%	6895135	6.39%	42463	0.04%	0	0.00%
Jul 30 18:38:58	Jul 30 18:49:53	Jul 30 19:46:54	116.32	110540513	150	96503197	87.30%	148.96	30147804	29843371	29903039	167337	24881	52547	0.35%	0.01%	1.93	0.01%	1.45	6684185	6.05%	149064	0.13%	12176	0.01%	7166363	6.48%	25528	0.02%	0	0.00%
Jul 30 19:27:49	Jul 30 19:38:59	Jul 30 20:27:41	116.03	94176080	150	82441685	87.54%	148.82	22846397	22558177	22642799	135769	17912	49917	0.38%	0.02%	1.94	0.01%	1.53	4828177	5.13%	105576	0.11%	17812	0.02%	6752551	7.17%	30279	0.03%	0	0.00%
Jul 30 20:50:33	Jul 30 21:01:03	Jul 30 21:56:25	112.26	103591606	150	85471417	82.51%	148.67	26835992	26586824	26620232	149190	21009	45561	0.44%	0.01%	1.59	0.01%	1.33	5383625	5.20%	307467	0.30%	25084	0.02%	12382336	11.95%	21677	0.02%	0	0.00%
Jul 30 20:23:40	Jul 30 20:34:21	Jul 30 21:29:57	119.75	110971432	150	98522912	88.78%	148.91	35722844	35325983	35411828	230399	32039	48578	0.38%	0.01%	1.66	0.01%	1.42	5871779	5.29%	62188	0.06%	12169	0.01%	6463217	5.82%	39167	0.04%	0	0.00%
Jul 30 16:12:21	Jul 30 16:23:39	Jul 30 17:08:59	114.68	86645091	150	75796937	87.48%	148.94	23035727	22789086	22829447	147988	19011	39281	0.38%	0.01%	1.63	0.01%	1.36	4684904	5.41%	69703	0.08%	13616	0.02%	6044445	6.98%	35486	0.04%	0	0.00%
Jul 30 19:42:31	Jul 30 19:52:35	Jul 30 20:46:28	111.01	99696334	150	85373049	85.63%	148.85	29213289	28947272	28974492	171266	22917	44614	0.43%	0.01%	1.73	0.01%	1.41	6361746	6.38%	134587	0.13%	22133	0.02%	7719672	7.74%	85147	0.09%	0	0.00%
Jul 30 17:33:50	Jul 30 17:46:17	Jul 30 18:23:24	117.50	72688822	150	64495650	88.73%	148.99	22867519	22624608	22664996	147677	19498	35348	0.33%	0.01%	1.77	0.01%	1.50	3982616	5.48%	45932	0.06%	7518	0.01%	4129525	5.68%	27581	0.04%	0	0.00%
Jul 30 19:55:29	Jul 30 20:05:41	Jul 30 21:16:42	107.43	127156855	150	91124835	71.66%	148.07	21325110	21109301	21187702	92745	12113	32550	0.65%	0.01%	1.66	0.01%	1.49	5980052	4.70%	352560	0.28%	37571	0.03%	29620892	23.29%	40945	0.03%	0	0.00%
Jul 30 20:18:48	Jul 30 20:29:28	Jul 30 21:25:33	111.60	104313791	150	90879790	87.12%	148.87	34174881	33872773	33902511	198007	24949	49414	0.40%	0.01%	1.50	0.01%	1.49	6445730	6.18%	48087	0.05%	18120	0.02%	6897372	6.61%	24692	0.02%	0	0.00%
Jul 30 18:26:42	Jul 30 18:35:45	Jul 30 19:38:26	118.28	123570102	150	107674857	87.14%	148.89	32532116	32148190	32258215	197642	24820	51439	0.36%	0.01%	1.76	0.01%	1.41	7349190	5.95%	131369	0.11%	21348	0.02%	8290652	6.71%	102686	0.08%	0	0.00%
Jul 30 17:06:02	Jul 30 17:15:19	Jul 30 18:18:31	113.47	119518330	150	103598344	86.68%	148.88	36878397	36490572	36554361	242750	32208	49078	0.48%	0.01%	1.71	0.01%	1.41	7469626	6.25%	56661	0.05%	14353	0.01%	8343743	6.98%	35603	0.03%	0	0.00%
Jul 30 20:50:01	Jul 30 20:58:36	Jul 30 22:08:55	114.91	134665923	150	109652590	81.43%	148.67	35710002	35383592	35399182	215253	30542	65025	0.56%	0.01%	1.90	0.01%	1.42	7559944	5.61%	189069	0.14%	20827	0.02%	17224084	12.79%	19409	0.01%	0	0.00%
Jul 30 19:34:08	Jul 30 19:45:31	Jul 30 20:37:47	105.46	91868240	150	77698527	84.58%	148.81	24858170	24585334	24625939	168666	22384	41181	0.44%	0.01%	1.78	0.01%	1.39	5734740	6.24%	137943	0.15%	19028	0.02%	8255012	8.99%	22990	0.03%	0	0.00%
Jul 30 20:36:13	Jul 30 20:45:20	Jul 30 21:53:44	114.36	130373547	150	102893435	78.92%	148.68	24084297	23812983	23916599	112510	15323	39865	0.40%	0.01%	1.64	0.01%	1.45	6769200	5.19%	482927	0.37%	30069	0.02%	20174174	15.47%	23742	0.02%	0	0.00%
Jul 30 16:24:23	Jul 30 16:36:02	Jul 30 17:22:04	111.75	85739147	150	75761767	88.36%	149.05	28989213	28713076	28745417	178425	25237	40134	0.30%	0.01%	1.71	0.01%	1.41	5788679	6.75%	91181	0.11%	7519	0.01%	4060759	4.74%	29242	0.03%	0	0.00%
Jul 30 19:08:09	Jul 30 19:19:03	Jul 30 20:10:02	113.05	96061490	150	84672910	88.14%	148.96	28410018	28069364	28149023	187970	26635	46390	0.37%	0.01%	1.62	0.01%	1.40	5620459	5.85%	48126	0.05%	13365	0.01%	5660680	5.89%	45950	0.05%	0	0.00%
Jul 30 18:01:44	Jul 30 18:14:18	Jul 30 18:58:11	108.37	79259518	150	66522428	83.93%	148.81	17753550	17558408	17605685	101967	14196	31702	0.33%	0.01%	1.51	0.01%	1.39	5070765	6.40%	201544	0.25%	18291	0.02%	7425844	9.37%	20646	0.03%	0	0.00%
Jul 30 19:56:28	Jul 30 20:09:09	Jul 30 20:47:20	109.11	69434391	150	59140347	85.17%	148.87	15738399	15537752	15596712	100655	13017	28015	0.42%	0.01%	1.65	0.01%	1.37	4321220	6.22%	118222	0.17%	13572	0.02%	5773128	8.31%	67902	0.10%	0	0.00%
Jul 30 18:20:37	Jul 30 18:29:30	Jul 30 19:38:03	115.68	132161458	150	113657573	86.00%	148.94	40348748	39932911	39981969	268487	33824	64468	0.41%	0.01%	1.64	0.01%	1.47	8329901	6.30%	120870	0.09%	19425	0.01%	9998044	7.57%	35645	0.03%	0	0.00%
Jul 30 18:02:33	Jul 30 18:10:43	Jul 30 19:26:19	107.24	135127664	150	111573815	82.57%	148.80	37540697	37144808	37192147	249738	34487	64325	0.54%	0.01%	1.66	0.01%	1.40	10038297	7.43%	99356	0.07%	24259	0.02%	13343733	9.87%	48204	0.04%	0	0.00%
Jul 30 16:20:12	Jul 30 16:31:14	Jul 30 17:26:18	106.75	97971729	150	85884056	87.66%	148.96	28574676	28238594	28314763	191469	25695	42749	0.35%	0.01%	1.59	0.01%	1.33	7026930	7.17%	75117	0.08%	16963	0.02%	4845302	4.95%	123361	0.13%	0	0.00%
Jul 30 16:23:44	Jul 30 16:34:58	Jul 30 17:26:32	112.29	96509780	150	85206566	88.29%	149.01	32308857	31947002	32004413	223537	28974	51933	0.31%	0.01%	2.21	0.01%	1.48	5851331	6.06%	68157	0.07%	13258	0.01%	5348715	5.54%	21753	0.02%	0	0.00%
Jul 30 17:04:58	Jul 30 17:15:27	Jul 30 18:12:08	112.07	105878615	150	92824793	87.67%	148.95	31912369	31561088	31615377	220300	26187	50505	0.40%	0.01%	1.79	0.01%	1.46	5943194	5.61%	88897	0.08%	15973	0.02%	6981245	6.59%	24513	0.02%	0	0.00%
Jul 30 19:28:39	Jul 30 19:39:43	Jul 30 20:31:54	110.85	96406659	150	82060671	85.12%	148.99	30232914	29950603	29997403	172292	24189	39030	0.31%	0.01%	1.56	0.01%	1.41	6142532	6.37%	130691	0.14%	9786	0.01%	8048231	8.35%	14748	0.02%	0	0.00%
